cod,CD_x,CD_y,Distância
13226,3503950,3518909,100.912
13227,3503950,3519006,281.619
13228,3503950,3519204,215.395
13229,3503950,3519402,213.699
13230,3503950,3519501,405.553
13231,3503950,3519808,232.696
13232,3503950,3519907,331.42
13233,3503950,3520442,72.268
13234,3503950,3520608,290.485
13235,3503950,3520707,91.89
13236,3503950,3520806,246.716
13237,3503950,3521150,188.7
13238,3503950,3521507,241.623
13239,3503950,3521606,237.146
13240,3503950,3521903,251.581
13241,3503950,3523008,105.301
13242,3503950,3524501,180.249
13243,3503950,3524808,31.002
13244,3503950,3525607,302.615
13245,3503950,3525706,199.92
13246,3503950,3525805,273.678
13247,3503950,3526001,228.646
13248,3503950,3526506,185.897
13249,3503950,3527108,242.656
13250,3503950,3527256,131.382
13251,3503950,3527405,233.72
13252,3503950,3527504,357.265
13253,3503950,3527702,211.453
13254,3503950,3527801,335.004
13255,3503950,3527900,349.135
13256,3503950,3528106,151.946
13257,3503950,3528205,84.048
13258,3503950,3528304,108.855
13259,3503950,3528700,311.018
13260,3503950,3528809,346.25
13261,3503950,3528858,246.795
13262,3503950,3528908,278.631
13263,3503950,3529005,297.823
13264,3503950,3529104,56.311
13265,3503950,3529203,291.954
13266,3503950,3529500,219.462
13267,3503950,3529609,80.519
13268,3503950,3529658,54.347
13269,3503950,3530003,100.606
13270,3503950,3530102,172.539
13271,3503950,3530201,339.09
13272,3503950,3530300,162.146
13273,3503950,3530409,179.634
13274,3503950,3531001,146.255
13275,3503950,3531407,158.23
13276,3503950,3531605,188.401
13277,3503950,3531902,332.953
13278,3503950,3532108,158.101
13279,3503950,3532157,335.036
13280,3503950,3532207,382.988
13281,3503950,3532504,169.769
13282,3503950,3532603,121.608
13283,3503950,3532702,168.038
13284,3503950,3532801,204.438
13285,3503950,3532843,46.087
13286,3503950,3532868,105.054
13287,3503950,3533007,191.293
13288,3503950,3533106,200.616
13289,3503950,3533205,171.749
13290,3503950,3533254,235.182
13291,3503950,3533304,133.124
13292,3503950,3533502,279.542
13293,3503950,3533700,342.804
13294,3503950,3533908,221.088
13295,3503950,3534005,210.253
13296,3503950,3534104,307.005
13297,3503950,3534203,209.961
13298,3503950,3534500,339.097
13299,3503950,3534609,243.278
13300,3503950,3534757,78.992
13301,3503950,3534807,224.342
13302,3503950,3534906,230.597
13303,3503950,3535002,158.285
13304,3503950,3535200,50.006
13305,3503950,3535309,393.405
13306,3503950,3535408,245.443
13307,3503950,3535507,336.337
13308,3503950,3535903,41.705
13309,3503950,3536000,235.453
13310,3503950,3536257,90.025
13311,3503950,3536406,248.475
13312,3503950,3536604,187.757
13313,3503950,3536901,81.531
13314,3503950,3537156,368.846
13315,3503950,3537305,193.652
13316,3503950,3537404,121.378
13317,3503950,3537701,195.206
13318,3503950,3538105,241.826
13319,3503950,3538303,282.059
13320,3503950,3538907,281.167
13321,3503950,3539202,363.044
13322,3503950,3539608,178.539
13323,3503950,3539707,382.472
13324,3503950,3539905,153.772
13325,3503950,3540002,274.583
13326,3503950,3540101,289.699
13327,3503950,3540259,57.803
13328,3503950,3540309,154.056
13329,3503950,3540408,82.853
13330,3503950,3540804,209.6
13331,3503950,3540853,267.445
13332,3503950,3541109,296.242
13333,3503950,3541208,306.297
13334,3503950,3541307,308.527
13335,3503950,3541406,303.45
13336,3503950,3541505,260.384
13337,3503950,3541604,219.583
13338,3503950,3541703,297.476
13339,3503950,3541802,234.315
13340,3503950,3542008,287.41
13341,3503950,3542206,293.642
13342,3503950,3542404,309.536
13343,3503950,3542503,309.465
13344,3503950,3543204,373.631
13345,3503950,3543238,307.9
13346,3503950,3543808,218.402
13347,3503950,3544202,160.384
13348,3503950,3544400,186.003
13349,3503950,3544509,35.805
13350,3503950,3544608,264.182
13351,3503950,3544707,261.937
13352,3503950,3544806,252.08
13353,3503950,3545100,217.56
13354,3503950,3545407,396.479
13355,3503950,3545506,378.881
13356,3503950,3545704,24.188
13357,3503950,3546108,40.7
13358,3503950,3546603,31.724
13359,3503950,3547106,222.106
13360,3503950,3547205,15.501
13361,3503950,3547403,18.001
13362,3503950,3547650,19.646
13363,3503950,3547700,292.155
13364,3503950,3548054,115.822
13365,3503950,3548302,267.085
13366,3503950,3548401,193.017
13367,3503950,3549003,36.199
13368,3503950,3549201,63.303
13369,3503950,3549250,76.474
13370,3503950,3549300,200.76
13371,3503950,3549805,180.186
13372,3503950,3550506,371.838
13373,3503950,3551306,128.544
13374,3503950,3552304,102.008
13375,3503950,3552551,69.691
13376,3503950,3552601,223.451
13377,3503950,3552908,345.581
13378,3503950,3553401,148.695
13379,3503950,3553906,344.052
13380,3503950,3553955,363.467
13381,3503950,3554904,28.65
13382,3503950,3555000,261.354
13383,3503950,3555109,207.426
13384,3503950,3555208,156.497
13385,3503950,3555307,55.85
13386,3503950,3555356,218.097
13387,3503950,3555505,372.533
13388,3503950,3555604,208.139
13389,3503950,3555703,162.093
13390,3503950,3555802,14.564
13391,3503950,3555901,301.334
13392,3503950,3556008,227.924
13393,3503950,3556107,91.605
13394,3503950,3556305,198.282
13395,3503950,3556602,315.974
13396,3503950,3556958,43.326
13397,3503950,3557105,97.49
13398,3503950,3557154,184.45
13399,3504008,3504206,281.993
13400,3504008,3504305,178.801
13401,3504008,3504404,190.426
13402,3504008,3504503,217.925
13403,3504008,3504602,260.694
13404,3504008,3504701,181.09
13405,3504008,3504800,278.421
13406,3504008,3505005,222.997
13407,3504008,3505104,232.059
13408,3504008,3505203,256.695
13409,3504008,3505302,264.092
13410,3504008,3505351,347.116
13411,3504008,3505807,113.025
13412,3504008,3506003,192.552
13413,3504008,3506201,206.218
13414,3504008,3506300,135.696
13415,3504008,3506409,188.128
13416,3504008,3506508,221.163
13417,3504008,3506805,271.322
13418,3504008,3507159,313.453
13419,3504008,3507209,59.969
13420,3504008,3507308,239.946
13421,3504008,3507407,206.476
13422,3504008,3507456,195.792
13423,3504008,3507704,187.762
13424,3504008,3507753,231.698
13425,3504008,3508108,235.375
13426,3504008,3508306,161.556
13427,3504008,3508801,168.722
13428,3504008,3508900,135.867
13429,3504008,3509106,207.194
13430,3504008,3509304,316.579
13431,3504008,3509809,82.002
13432,3504008,3510005,36.737
13433,3504008,3510153,93.967
13434,3504008,3510708,352.756
13435,3504008,3511003,317.184
13436,3504008,3511102,271.335
13437,3504008,3511201,284.653
13438,3504008,3511300,308.658
13439,3504008,3511409,186.633
13440,3504008,3511904,176.481
13441,3504008,3512506,216.554
13442,3504008,3512605,222.088
13443,3504008,3512902,315.927
13444,3504008,3513306,56.105
13445,3504008,3513850,306.138
13446,3504008,3514205,337.127
13447,3504008,3514403,254.033
13448,3504008,3514502,162.103
13449,3504008,3514700,46.201
13450,3504008,3514924,281.482
13451,3504008,3514957,306.292
13452,3504008,3515129,182.473
13453,3504008,3515194,136.46
13454,3504008,3515202,325.542
13455,3504008,3515301,172.259
13456,3504008,3515400,180.518
13457,3504008,3515509,336.699
13458,3504008,3515608,269.931
13459,3504008,3515657,144.928
13460,3504008,3515806,193.101
13461,3504008,3515905,291.867
13462,3504008,3516002,186.248
13463,3504008,3516101,55.164
13464,3504008,3516507,176.104
13465,3504008,3516606,133.894
13466,3504008,3516705,116.626
13467,3504008,3516804,274.164
13468,3504008,3516903,283.786
13469,3504008,3517000,153.289
13470,3504008,3517109,213.338
13471,3504008,3517208,163.813
13472,3504008,3517307,128.661
13473,3504008,3517406,427.801
13474,3504008,3517505,291.766
13475,3504008,3517802,304.776
13476,3504008,3518008,365.684
13477,3504008,3518107,142.719
13478,3504008,3518206,214.578
13479,3504008,3518909,294.827
13480,3504008,3519006,99.785
13481,3504008,3519105,206.423
13482,3504008,3519204,129.759
13483,3504008,3519253,193.261
13484,3504008,3519402,289.783
13485,3504008,3519501,55.932
13486,3504008,3519600,237.56
13487,3504008,3519808,332.176
13488,3504008,3519907,83.399
13489,3504008,3520004,260.257
13490,3504008,3520442,372.081
13491,3504008,3520608,116.228
13492,3504008,3520707,372.259
13493,3504008,3520806,151.158
13494,3504008,3520905,113.16
13495,3504008,3521150,302.28
13496,3504008,3521507,253.264
13497,3504008,3521606,204.119
13498,3504008,3521705,252.141
13499,3504008,3521804,196.938
13500,3504008,3521903,244.109
13501,3504008,3522000,255.505
13502,3504008,3522406,295.377
13503,3504008,3522653,351.552
13504,3504008,3522703,232.448
13505,3504008,3522802,217.909
13506,3504008,3522901,241.399
13507,3504008,3523008,362.202
13508,3504008,3523206,301.632
13509,3504008,3523503,239.646
13510,3504008,3524501,241.783
13511,3504008,3524808,317.141
13512,3504008,3525300,245.201
13513,3504008,3525607,79.884
13514,3504008,3525706,225.856
13515,3504008,3525805,124.421
13516,3504008,3526001,215.517
13517,3504008,3526506,253.87
13518,3504008,3526803,243.856
13519,3504008,3527108,164.731
13520,3504008,3527256,249.97
13521,3504008,3527405,164.591
13522,3504008,3527504,159.703
13523,3504008,3527702,150.509
13524,3504008,3527801,116.441
13525,3504008,3527900,42.803
13526,3504008,3528007,241.562
13527,3504008,3528106,276.725
13528,3504008,3528205,365.768
13529,3504008,3528304,304.671
13530,3504008,3528601,153.024
13531,3504008,3528700,234.822
13532,3504008,3528809,46.56
13533,3504008,3528858,263.857
13534,3504008,3528908,183.073
13535,3504008,3529005,93.957
13536,3504008,3529104,323.924
13537,3504008,3529203,99.415
13538,3504008,3529500,235.752
13539,3504008,3529609,330.296
13540,3504008,3529658,367.308
13541,3504008,3530003,380.763
13542,3504008,3530102,250.656
13543,3504008,3530201,199.851
13544,3504008,3530300,260.068
13545,3504008,3530409,296.802
13546,3504008,3531001,275.111
13547,3504008,3531407,283.038
13548,3504008,3531605,265.562
13549,3504008,3531902,408.75
13550,3504008,3532108,287.705
13551,3504008,3532157,98.533
13552,3504008,3532207,136.8
13553,3504008,3532504,248.849
13554,3504008,3532603,294.413
13555,3504008,3532702,261.168
13556,3504008,3532801,251.223
13557,3504008,3532827,315.873
13558,3504008,3532843,359.224
13559,3504008,3532868,262.9
13560,3504008,3532900,270.224
13561,3504008,3533007,309.829
13562,3504008,3533106,258.258
13563,3504008,3533205,286.246
13564,3504008,3533254,293.826
13565,3504008,3533304,260.251
13566,3504008,3533502,228.223
13567,3504008,3533700,114.274
13568,3504008,3533809,165.217
13569,3504008,3533908,313.944
13570,3504008,3534005,303.108
13571,3504008,3534104,103.184
13572,3504008,3534203,354.324
13573,3504008,3534500,58.337
13574,3504008,3534609,147.72
13575,3504008,3534708,85.702
13576,3504008,3534757,359.362
13577,3504008,3534807,248.252
13578,3504008,3534906,195.319
13579,3504008,3535002,334.484
13580,3504008,3535101,296.036
13581,3504008,3535200,325.386
13582,3504008,3535309,51.207
13583,3504008,3535408,251.519
13584,3504008,3535507,36.876
13585,3504008,3535705,304.903
13586,3504008,3535804,210.864
13587,3504008,3535903,347.586
13588,3504008,3536000,140.148
13589,3504008,3536257,329.598
13590,3504008,3536406,288.6
13591,3504008,3536570,158.983
13592,3504008,3536604,379.043
13593,3504008,3536703,214.886
13594,3504008,3536901,344.344
13595,3504008,3537156,59.525
13596,3504008,3537305,199.158
13597,3504008,3537404,367.769
13598,3504008,3537701,167.408
13599,3504008,3538105,272.891
13600,3504008,3538303,184.682
13601,3504008,3538808,139.858
13602,3504008,3538907,165.504
13603,3504008,3539202,160.413
13604,3504008,3539400,180.114
13605,3504008,3539608,246.639
13606,3504008,3539707,40.274
13607,3504008,3539905,293.114
13608,3504008,3540002,124.307
13609,3504008,3540101,173.39
13610,3504008,3540259,293.555
13611,3504008,3540309,375.57
13612,3504008,3540408,363.222
13613,3504008,3540804,261.987
13614,3504008,3540853,144.666
13615,3504008,3541059,230.661
13616,3504008,3541109,180.579
13617,3504008,3541208,163.829
13618,3504008,3541307,232.037
13619,3504008,3541406,152.214
13620,3504008,3541505,201.172
13621,3504008,3541604,174.565
13622,3504008,3541703,63.631
13623,3504008,3541802,126.182
13624,3504008,3542008,88.746
13625,3504008,3542206,82.307
13626,3504008,3542404,116.444
13627,3504008,3542503,193.802
13628,3504008,3542800,374.79
13629,3504008,3543204,85.505
13630,3504008,3543238,187.6
13631,3504008,3543501,252.629
13632,3504008,3543808,147.194
13633,3504008,3544202,381.707
13634,3504008,3544400,197.145
13635,3504008,3544509,370.354
13636,3504008,3544608,189.27
13637,3504008,3544707,151.023
13638,3504008,3544806,260.57
13639,3504008,3545100,163.386
13640,3504008,3545407,71.983
13641,3504008,3545506,200.989
13642,3504008,3545605,265.459
13643,3504008,3545704,352.702
13644,3504008,3546108,376.277
13645,3504008,3546405,121.856
13646,3504008,3546603,366.273
13647,3504008,3547106,262.231
13648,3504008,3547205,350.047
13649,3504008,3547403,356.921
13650,3504008,3547650,341.919
13651,3504008,3547700,172.868
13652,3504008,3548054,266.575
13653,3504008,3548302,178.642
13654,3504008,3548401,166.871
13655,3504008,3549003,332.42
13656,3504008,3549201,317.999
13657,3504008,3549250,301.549
13658,3504008,3549300,278.222
13659,3504008,3549805,273.042
13660,3504008,3550100,253.379
13661,3504008,3550506,119.335
13662,3504008,3551207,159.712
13663,3504008,3551306,303.485
13664,3504008,3552304,340.056
13665,3504008,3552551,347.587
13666,3504008,3552601,298.561
13667,3504008,3552700,266.114
13668,3504008,3552908,134.087
13669,3504008,3553005,189.27
13670,3504008,3553401,302.943
13671,3504008,3553807,206.952
13672,3504008,3553856,280.367
13673,3504008,3553906,162.095
13674,3504008,3553955,37.739
13675,3504008,3554201,174.896
13676,3504008,3554607,145.533
13677,3504008,3554904,363.199
13678,3504008,3555000,97.897
13679,3504008,3555109,246.933
13680,3504008,3555208,252.786
13681,3504008,3555307,336.219
13682,3504008,3555356,203.211
13683,3504008,3555505,143.725
13684,3504008,3555604,305.495
13685,3504008,3555703,268.533
13686,3504008,3555802,333.34
13687,3504008,3555901,185.025
13688,3504008,3556008,260.675
13689,3504008,3556107,328.676
13690,3504008,3556305,232.024
13691,3504008,3556602,97.411
13692,3504008,3556958,323.695
13693,3504008,3557105,308.05
13694,3504008,3557154,254.683
13695,3504008,3557204,103.398
13696,3504107,3505708,97.994
13697,3504107,3505906,327.192
13698,3504107,3506359,142.282
13699,3504107,3506607,128.8
13700,3504107,3506904,246.32
13701,3504107,3507001,174.821
13702,3504107,3507100,22.25
13703,3504107,3507506,295.513
13704,3504107,3507605,28.562
13705,3504107,3507803,313.292
13706,3504107,3507902,218.423
13707,3504107,3508405,88.987
13708,3504107,3508504,116.593
13709,3504107,3508603,209.419
13710,3504107,3508702,254.237
13711,3504107,3509007,63.466
13712,3504107,3509205,61.648
13713,3504107,3509403,259.194
13714,3504107,3509452,279.163
13715,3504107,3509502,61.931
13716,3504107,3509601,43.165
13717,3504107,3509700,187.065
13718,3504107,3509908,311.009
13719,3504107,3509957,201.092
13720,3504107,3510203,294.516
13721,3504107,3510302,189.021
13722,3504107,3510401,125.211
13723,3504107,3510500,187.978
13724,3504107,3510609,87.926
13725,3504107,3510807,187.329
13726,3504107,3510906,261.673
13727,3504107,3511508,177.875
13728,3504107,3511607,208.974
13729,3504107,3511706,159.657
13730,3504107,3512209,135.887
13731,3504107,3512308,207.397
13732,3504107,3512407,131.159
13733,3504107,3512704,176.188
13734,3504107,3512803,94.47
13735,3504107,3513009,113.703
13736,3504107,3513108,265.692
13737,3504107,3513405,223.353
13738,3504107,3513504,120.143
13739,3504107,3513603,229.78
13740,3504107,3513702,217.966
13741,3504107,3513801,80.655
13742,3504107,3513900,228.654
13743,3504107,3514106,252.438
13744,3504107,3514304,251.656
13745,3504107,3514601,305.461
13746,3504107,3514809,-0.001
13747,3504107,3514908,122.356
13748,3504107,3515004,98.26
13749,3504107,3515103,127.937
13750,3504107,3515152,119.088
13751,3504107,3515186,153.81
13752,3504107,3515707,83.452
13753,3504107,3516200,369.175
13754,3504107,3516309,38.892
13755,3504107,3516408,58.251
13756,3504107,3517406,426.653
13757,3504107,3518305,93.312
13758,3504107,3518404,184.006
13759,3504107,3518503,240.245
13760,3504107,3518701,156.625
13761,3504107,3518800,60.718
13762,3504107,3518859,271.976
13763,3504107,3519055,96.704
13764,3504107,3519071,83.448
13765,3504107,3519303,222.525
13766,3504107,3519709,146.351
13767,3504107,3520202,66.175
13768,3504107,3520301,260.959
13769,3504107,3520400,214.751
13770,3504107,3520426,299.308
13771,3504107,3520509,98.644
13772,3504107,3521002,190.62
13773,3504107,3521101,166.574
13774,3504107,3521408,134.432
13775,3504107,3522109,184.502
13776,3504107,3522208,109.216
13777,3504107,3522307,231.882
13778,3504107,3522505,101.629
13779,3504107,3522604,131.198
13780,3504107,3523107,79.472
13781,3504107,3523305,210.264
13782,3504107,3523404,33.153
13783,3504107,3523602,192.498
13784,3504107,3523701,339.198
13785,3504107,3523800,202.619
13786,3504107,3523909,110.003
13787,3504107,3524006,76.04
13788,3504107,3524402,84.642
13789,3504107,3524600,302.848
13790,3504107,3524709,82.542
13791,3504107,3524907,120.601
13792,3504107,3525003,98.278
13793,3504107,3525102,312.019
13794,3504107,3525201,25.662
13795,3504107,3525508,67.48
13796,3504107,3525854,172.953
13797,3504107,3525904,63.558
13798,3504107,3526100,250.148
13799,3504107,3526209,148.545
13800,3504107,3526308,197.843
13801,3504107,3526407,186.823
13802,3504107,3526605,234.646
13803,3504107,3526704,165.889
13804,3504107,3526902,112.162
13805,3504107,3527009,95.995
13806,3504107,3527207,201.83
13807,3504107,3527306,55.489
13808,3504107,3527603,254.473
13809,3504107,3528403,140.164
13810,3504107,3528502,30.763
13811,3504107,3529401,91.601
13812,3504107,3529807,269.049
13813,3504107,3529906,191.988
13814,3504107,3530508,224.881
13815,3504107,3530607,128.668
13816,3504107,3530706,141.333
13817,3504107,3530805,112.121
13818,3504107,3530904,139.778
13819,3504107,3531100,171.29
13820,3504107,3531209,66.586
13821,3504107,3531704,139.033
13822,3504107,3531803,104.378
13823,3504107,3531902,363.323
13824,3504107,3532009,60.583
13825,3504107,3532058,280.112
13826,3504107,3532306,208.177
13827,3504107,3532405,31.179
13828,3504107,3533403,94.45
13829,3504107,3534401,79.77
13830,3504107,3535606,139.062
13831,3504107,3536109,256.924
13832,3504107,3536208,290.643
13833,3504107,3536307,345.377
13834,3504107,3536505,85.033
13835,3504107,3536802,58.885
13836,3504107,3537107,97.356
13837,3504107,3537206,228.177
13838,3504107,3537503,221.435
13839,3504107,3537602,193.241
13840,3504107,3537800,195.628
13841,3504107,3537909,211.917
13842,3504107,3538006,162.619
13843,3504107,3538204,50.643
13844,3504107,3538501,215.146
13845,3504107,3538600,48.64
13846,3504107,3538709,151.599
13847,3504107,3539103,85.287
13848,3504107,3539301,184.116
13849,3504107,3539806,89.246
13850,3504107,3540507,226.768
13851,3504107,3540606,142.971
13852,3504107,3540705,204.331
13853,3504107,3540754,176.005
13854,3504107,3540903,294.638
13855,3504107,3541000,137.456
13856,3504107,3541653,217.727
13857,3504107,3541901,239.727
13858,3504107,3542107,137.122
13859,3504107,3542305,167.429
13860,3504107,3542602,258.11
13861,3504107,3542701,364.079
13862,3504107,3542909,237.508
13863,3504107,3543253,308.806
13864,3504107,3543303,91.052
13865,3504107,3543402,288.954
13866,3504107,3543709,265.862
13867,3504107,3543907,156.4
13868,3504107,3544004,146.707
13869,3504107,3544103,109.5
13870,3504107,3544301,167.751
13871,3504107,3545001,131.594
13872,3504107,3545159,153.538
13873,3504107,3545209,109.742
13874,3504107,3545308,179.907
13875,3504107,3545803,113.115
13876,3504107,3546009,103.784
13877,3504107,3546207,173.988
13878,3504107,3546256,277.148
13879,3504107,3546306,210.509
13880,3504107,3546702,143.183
13881,3504107,3546801,69.161
13882,3504107,3546900,268.401
13883,3504107,3547007,194.379
13884,3504107,3547304,75.36
13885,3504107,3547502,226.538
13886,3504107,3547601,243.889
13887,3504107,3547809,101.817
13888,3504107,3547908,285.584
13889,3504107,3548005,95.387
13890,3504107,3548104,160.099
13891,3504107,3548203,169.439
13892,3504107,3548500,146.853
13893,3504107,3548609,156.7
13894,3504107,3548708,116.391
13895,3504107,3548807,67.901
13896,3504107,3548906,215.949
13897,3504107,3549102,175.195
13898,3504107,3549706,214.291
13899,3504107,3549904,112.774
13900,3504107,3549953,125.354
13901,3504107,3550001,185.366
13902,3504107,3550209,239.656
13903,3504107,3550308,74.959
13904,3504107,3550407,170.144
13905,3504107,3550605,127.462
13906,3504107,3550704,231.289
13907,3504107,3550803,224.277
13908,3504107,3550902,252.833
13909,3504107,3551009,128.553
13910,3504107,3551108,215.978
13911,3504107,3551405,271.627
13912,3504107,3551504,284.159
13913,3504107,3551603,96.311
13914,3504107,3551801,282.6
13915,3504107,3552007,229.668
13916,3504107,3552106,70.439
13917,3504107,3552205,151.766
13918,3504107,3552403,93.167
13919,3504107,3552502,98.627
13920,3504107,3552809,100.742
13921,3504107,3553302,243.998
13922,3504107,3553500,242.411
13923,3504107,3553609,237.556
13924,3504107,3554003,202.616
13925,3504107,3554102,149.85
13926,3504107,3554508,154.679
13927,3504107,3554656,231.21
13928,3504107,3554706,233.224
13929,3504107,3554755,277.221
13930,3504107,3554805,142.933
13931,3504107,3554953,50.904
13932,3504107,3555406,240.956
13933,3504107,3556206,59.063
13934,3504107,3556354,36.314
13935,3504107,3556404,193.293
13936,3504107,3556453,115.089
13937,3504107,3556503,43.539
13938,3504107,3556701,63.213
13939,3504107,3557006,165.527
13940,3504107,3557303,133.098
13941,3504206,3504305,244.168
13942,3504206,3504404,143.266
13943,3504206,3504602,144.21
13944,3504206,3504701,232.654
13945,3504206,3504800,131.211
13946,3504206,3505104,153.556
13947,3504206,3505500,226.918
13948,3504206,3505807,187.63
13949,3504206,3506003,257.919
13950,3504206,3506201,128.376
13951,3504206,3506300,386.318
13952,3504206,3506409,100.937
13953,3504206,3506508,99.345
13954,3504206,3507209,258.289
13955,3504206,3507407,258.687
13956,3504206,3507704,126.442
13957,3504206,3507753,120.154
13958,3504206,3508108,101.739
13959,3504206,3508306,288.22
13960,3504206,3508801,198.257
13961,3504206,3508900,246.025
13962,3504206,3509106,250.301
13963,3504206,3509304,200.299
13964,3504206,3509809,302.094
13965,3504206,3510005,314.835
13966,3504206,3510153,338.721
13967,3504206,3510708,131.569
13968,3504206,3511003,132.289
13969,3504206,3511102,191.9
13970,3504206,3511201,180.835
13971,3504206,3511300,151.296
13972,3504206,3511904,119.387
13973,3504206,3512100,258.085
13974,3504206,3512506,101.928
13975,3504206,3512902,120.973
13976,3504206,3513306,306.433
13977,3504206,3513850,47.916
13978,3504206,3514205,78.905
13979,3504206,3514403,192.543
13980,3504206,3514502,274.773
13981,3504206,3514700,273.168
13982,3504206,3514924,191.518
13983,3504206,3514957,206.267
13984,3504206,3515129,234.598
13985,3504206,3515194,331.329
13986,3504206,3515202,67.319
13987,3504206,3515301,294.096
13988,3504206,3515509,78.476
13989,3504206,3515608,232.852
13990,3504206,3515657,281.422
13991,3504206,3515806,219.245
13992,3504206,3515905,47.374
13993,3504206,3516002,192.96
13994,3504206,3516101,316.793
13995,3504206,3516507,120.188
13996,3504206,3516606,275.79
13997,3504206,3516705,263.074
13998,3504206,3516804,63.819
13999,3504206,3516903,23.78
14000,3504206,3517000,197.842
14001,3504206,3517109,116.427
14002,3504206,3517208,174.626
14003,3504206,3517307,194.187
14004,3504206,3517406,270.096
14005,3504206,3517505,157.543
14006,3504206,3517802,131.747
14007,3504206,3517901,227.759
14008,3504206,3518008,107.461
14009,3504206,3518107,202.87
14010,3504206,3518206,105.422
14011,3504206,3518909,15.709
14012,3504206,3519006,203.714
14013,3504206,3519105,257.987
14014,3504206,3519204,151.296
14015,3504206,3519402,172.333
14016,3504206,3519501,334.031
14017,3504206,3519600,289.77
14018,3504206,3519808,197.954
14019,3504206,3519907,267.321
14020,3504206,3520442,91.789
14021,3504206,3520608,226.386
14022,3504206,3520707,114.036
14023,3504206,3520806,182.617
14024,3504206,3520905,382.112
14025,3504206,3521150,158.658
14026,3504206,3521507,200.266
14027,3504206,3521606,203.764
14028,3504206,3521903,210.215
14029,3504206,3522703,243.534
14030,3504206,3523008,113.696
14031,3504206,3524501,132.68
14032,3504206,3524808,58.918
14033,3504206,3525607,237.088
14034,3504206,3525706,142.985
14035,3504206,3525805,209.579
14036,3504206,3526001,195.264
14037,3504206,3526506,132.501
14038,3504206,3527108,178.557
14039,3504206,3527256,65.855
14040,3504206,3527405,196.05
14041,3504206,3527504,293.166
14042,3504206,3527702,147.354
14043,3504206,3527801,270.905
14044,3504206,3527900,290.482
14045,3504206,3528106,86.195
14046,3504206,3528205,106.36
14047,3504206,3528304,42.991
14048,3504206,3528700,277.636
14049,3504206,3528809,294.273
14050,3504206,3528858,205.428
14051,3504206,3528908,201.773
14052,3504206,3529005,233.724
14053,3504206,3529104,44.806
14054,3504206,3529203,226.427
14055,3504206,3529500,171.893
14056,3504206,3529609,70.951
14057,3504206,3529658,109.085
14058,3504206,3530003,122.918
14059,3504206,3530102,125.848
14060,3504206,3530201,305.708
14061,3504206,3530300,120.779
14062,3504206,3530409,149.592
14063,3504206,3531001,80.762
14064,3504206,3531407,91.527
14065,3504206,3531506,228.793
14066,3504206,3531605,155.019
14067,3504206,3531902,290.159
14068,3504206,3532108,124.719
14069,3504206,3532157,270.937
14070,3504206,3532207,318.889
14071,3504206,3532504,116.726
14072,3504206,3532603,61.457
14073,3504206,3532702,112.531
14074,3504206,3532801,154.044
14075,3504206,3532843,66.405
14076,3504206,3532868,39.528
14077,3504206,3533007,175.607
14078,3504206,3533106,167.234
14079,3504206,3533205,138.367
14080,3504206,3533254,193.816
14081,3504206,3533304,67.597
14082,3504206,3533502,238.176
14083,3504206,3533700,278.705
14084,3504206,3533809,372.704
14085,3504206,3533908,179.721
14086,3504206,3534005,168.886
14087,3504206,3534104,242.951
14088,3504206,3534203,211.525
14089,3504206,3534500,274.998
14090,3504206,3534609,179.179
14091,3504206,3534708,330.456
14092,3504206,3534757,101.139
14093,3504206,3534807,190.96
14094,3504206,3534906,177.2
14095,3504206,3535002,158.612
14096,3504206,3535101,207.183
14097,3504206,3535200,46.268
14098,3504206,3535309,329.306
14099,3504206,3535408,212.061
14100,3504206,3535507,272.238
14101,3504206,3535705,216.05
14102,3504206,3535903,89.362
14103,3504206,3536000,171.354
14104,3504206,3536257,108.411
14105,3504206,3536406,215.093
14106,3504206,3536570,321.295
14107,3504206,3536604,187.893
14108,3504206,3536901,103.843
14109,3504206,3537156,304.746
14110,3504206,3537305,128.125
14111,3504206,3537404,59.388
14112,3504206,3537701,129.679
14113,3504206,3538105,200.46
14114,3504206,3538303,248.677
14115,3504206,3538907,217.068
14116,3504206,3539004,223.879
14117,3504206,3539202,297.263
14118,3504206,3539400,293.416
14119,3504206,3539608,120.235
14120,3504206,3539707,318.373
14121,3504206,3539905,89.448
14122,3504206,3540002,215.399
14123,3504206,3540101,225.6
14124,3504206,3540259,35.333
14125,3504206,3540309,154.383
14126,3504206,3540408,104.999
14127,3504206,3540804,168.234
14128,3504206,3540853,203.346
14129,3504206,3541109,232.143
14130,3504206,3541208,272.915
14131,3504206,3541307,275.145
14132,3504206,3541406,259.444
14133,3504206,3541505,227.002
14134,3504206,3541604,154.056
14135,3504206,3541703,231.949
14136,3504206,3541802,175.131
14137,3504206,3542008,223.311
14138,3504206,3542206,228.115
14139,3504206,3542404,245.437
14140,3504206,3542503,245.366
14141,3504206,3543204,309.532
14142,3504206,3543238,274.518
14143,3504206,3543808,154.303
14144,3504206,3544202,160.52
14145,3504206,3544400,120.476
14146,3504206,3544509,112.131
14147,3504206,3544608,200.083
14148,3504206,3544707,197.838
14149,3504206,3544806,210.714
14150,3504206,3545100,153.461
14151,3504206,3545407,323.148
14152,3504206,3545506,345.499
14153,3504206,3545605,212.247
14154,3504206,3545704,94.478
14155,3504206,3546108,116.241
14156,3504206,3546405,359.331
14157,3504206,3546603,108.05
